,Track,Artist,Year,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,Duration_min,Popularity_bin,Decade,Cluster
7761,Exodus,Ferrante & Teicher,1961,4,0.607,0.749,2,-4.497,1,0.0729,0.00645,7.27e-05,0.234,0.179,121.831,55,Pop,2.1,High,1960,3
7762,Midnight Cowboy,Ferrante and Teicher,1970,4,0.58,0.636,5,-6.401,1,0.0252,0.214,0.001,0.108,0.715,92.476,44,Pop,2.95,Medium,1970,0
7763,Good Thing,Fine Young Cannibals,1989,4,0.559,0.513,7,-7.502,1,0.0275,0.268,1.65e-05,0.0746,0.159,86.002,64,Pop,2.9166666666666665,Very High,1980,2
7764,She Drives Me Crazy,Fine Young Cannibals,1989,4,0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,74,Pop,3.5833333333333335,Very High,1980,0
7765,Criminal,Fiona Apple,1997,4,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,74,Pop,3.8666666666666667,Very High,1990,0
7766,Just Remember I Love You,Firefall,1977,4,0.688,0.294,0,-13.985,1,0.0309,0.357,0.000244,0.0999,0.709,121.76,49,Pop,3.2666666666666666,High,1970,2
7767,Love Of A Lifetime,FireHouse,1991,4,0.459,0.622,1,-6.174,1,0.0293,0.000361,0.00201,0.0921,0.113,123.185,59,Pop,4.75,Very High,1990,3
7768,When I Look Into Your Eyes,FireHouse,1992,4,0.396,0.612,6,-8.039,1,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,61,Pop,3.9833333333333334,Very High,1990,3
7769,When The Lights Go Out,Five,1998,4,0.637,0.843,9,-4.493,0,0.0273,0.223,0.0,0.352,0.925,98.093,45,Pop,3.033333333333333,High,1990,0
7770,Western Union,Five Americans,1967,4,0.693,0.756,5,-6.354,1,0.0455,0.699,1.92e-05,0.0897,0.577,90.049,54,Pop,3.25,High,1960,0
7771,Signs,Five Man Electrical Band,1971,4,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,63,Pop,3.9,Very High,1970,0
7772,Rhiannon,Fleetwood Mac,1976,4,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,74,Pop,4.2,Very High,1970,0
7773,Say You Love Me,Fleetwood Mac,1976,4,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,66,Pop,4.15,Very High,1970,0
7774,Don’t Stop,Fleetwood Mac,1977,4,0.834,0.669,6,-5.582,0,0.0637,0.0341,7.18e-05,0.0535,0.547,122.669,71,Pop,4.45,Very High,1970,0
7775,Dreams,Fleetwood Mac,1977,4,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,86,Pop,4.283333333333333,Very High,1970,0
7776,Go Your Own Way,Fleetwood Mac,1977,4,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,80,Pop,3.716666666666667,Very High,1970,0
7777,Tusk,Fleetwood Mac,1979,4,0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,58,Pop,3.6166666666666667,High,1970,0
7778,Sara,Fleetwood Mac,1980,4,0.576,0.683,7,-5.103,1,0.118,0.41,0.0,0.0819,0.433,151.566,77,Pop,3.566666666666667,Very High,1980,3
7779,Hold Me,Fleetwood Mac,1982,4,0.463,0.427,8,-9.799,0,0.0549,0.628,0.000565,0.0911,0.231,116.059,75,Pop,3.85,Very High,1980,2
7780,Big Love,Fleetwood Mac,1987,4,0.532,0.723,9,-11.779,0,0.0333,0.00152,0.00425,0.078,0.866,137.662,57,Pop,4.15,High,1980,0
7781,Little Lies,Fleetwood Mac,1987,4,0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,75,Pop,3.683333333333333,Very High,1980,0
7782,Last Date,Floyd Cramer,1961,3,0.296,0.287,0,-13.01,1,0.0345,0.701,0.00121,0.153,0.716,205.4,42,Pop,2.433333333333333,Medium,1960,2
7783,On The Rebound,Floyd Cramer,1961,4,0.804,0.479,7,-8.356,1,0.0285,0.631,0.00504,0.111,0.968,106.429,43,Pop,2.183333333333333,Medium,1960,0
7784,San Antonio Rose,Floyd Cramer,1961,4,0.569,0.133,11,-20.378,1,0.037,0.636,1.65e-06,0.115,0.721,97.062,45,Pop,2.35,High,1960,2
7785,Hocus Pocus,Focus,1973,4,0.267,0.722,2,-7.344,1,0.102,0.00596,0.893,0.35,0.347,184.093,50,Pop,6.7,High,1970,3
7786,Rescue Me,Fontella Bass,1965,4,0.761,0.606,11,-7.742,0,0.0424,0.157,0.0,0.574,0.646,121.038,67,Pop,2.65,Very High,1960,0
7787,Tender Love,Force MDs,1986,4,0.34,0.336,8,-7.289,1,0.0289,0.769,7.82e-05,0.126,0.0925,142.676,61,Pop,3.9,Very High,1980,2
7788,Cold As Ice,Foreigner,1977,4,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,68,Pop,3.3333333333333335,Very High,1970,3
7789,Feels Like The First Time,Foreigner,1977,4,0.498,0.802,7,-4.537,1,0.0544,0.0136,1.44e-06,0.128,0.505,107.704,49,Pop,3.8666666666666667,High,1970,3
7790,Double Vision,Foreigner,1978,4,0.682,0.711,9,-7.637,0,0.0325,0.179,9.53e-05,0.126,0.766,129.546,55,Pop,3.7333333333333334,High,1970,0
7791,Hot Blooded,Foreigner,1978,4,0.705,0.806,0,-4.83,1,0.0814,0.229,0.0,0.0676,0.763,117.945,64,Pop,4.466666666666667,Very High,1970,0
7792,Head Games,Foreigner,1980,4,0.678,0.693,1,-6.133,1,0.0249,0.0139,0.0,0.0596,0.623,107.415,56,Pop,3.6166666666666667,High,1980,0
7793,Urgent,Foreigner,1981,4,0.855,0.803,4,-5.849,0,0.0316,0.342,0.00732,0.0841,0.962,114.867,61,Pop,4.516666666666667,Very High,1980,0
7794,Waiting For A Girl Like You,Foreigner,1981,4,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,71,Pop,4.866666666666666,Very High,1980,3
7795,I Want To Know What Love Is,Foreigner,1985,4,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,80,Pop,5.066666666666666,Very High,1980,2
7796,I Don’t Want To Live Without You,Foreigner,1988,4,0.431,0.522,11,-8.625,1,0.0295,0.436,1.91e-05,0.109,0.233,199.786,56,Pop,3.95,High,1980,3
7797,Say You Will,Foreigner,1988,4,0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,54,Pop,6.283333333333333,High,1980,2
7798,Who Loves You,Four Seasons,1975,4,0.68,0.608,2,-12.575,1,0.0499,0.0729,0.0,0.0911,0.904,137.481,53,Pop,4.25,High,1970,0
7799,I Can’t Help Myself (SUGAR Pie Honey Bunch),Four Tops,1965,4,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,75,Pop,2.6666666666666665,Very High,1960,0
7800,It’s The Same Old Song,Four Tops,1965,4,0.704,0.678,2,-9.121,0,0.0295,0.143,0.0,0.119,0.977,125.185,55,Pop,2.7666666666666666,High,1960,0
7801,Reach Out I’ll Be There,Four Tops,1966,4,0.655,0.258,2,-11.523,0,0.0291,0.225,0.0534,0.138,0.431,80.096,17,Pop,5.016666666666667,Low,1960,2
7802,When She Was My Girl,Four Tops,1981,4,0.696,0.593,5,-10.283,1,0.0399,0.203,0.00219,0.0767,0.778,100.346,44,Pop,3.433333333333333,Medium,1980,0
7803,Get Off,Foxy,1978,4,0.78,0.407,5,-8.026,1,0.0473,0.0151,0.0,0.156,0.0558,121.937,63,Pop,3.5833333333333335,Very High,1970,0
7804,I’ll Be,Foxy Brown featuring Jay-Z,1997,4,0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,64,Pop,3.5,Very High,1990,1
7805,Somethin’ Stupid,Frank & Nancy Sinatra,1967,4,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,76,Pop,2.7,Very High,1960,2
7807,I Remember You,Frank Ifield,1962,4,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.441,127.001,67,Pop,4.05,Very High,1960,3
7808,Music Box Dancer,Frank Mills,1979,4,0.466,0.471,1,-13.762,1,0.039,0.573,0.82,0.121,0.794,132.109,46,Pop,3.2,High,1970,2
7809,Strangers In The Night,Frank Sinatra,1966,4,0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,72,Pop,2.6166666666666667,Very High,1960,2
7810,That’s Life,Frank Sinatra,1967,4,0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,61,Pop,3.3666666666666667,Very High,1960,1
7811,Far From Over,Frank Stallone,1983,4,0.403,0.962,0,-3.232,0,0.0924,0.000778,0.0,0.117,0.377,154.068,40,Pop,3.966666666666667,Medium,1980,3
7812,Sweetheart,Franke and the Knockouts,1981,4,0.587,0.71,1,-5.453,1,0.0254,0.0837,5.68e-05,0.138,0.28,134.992,67,Pop,3.3,Very High,1980,3
7813,Why,Frankie Avalon,1960,4,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,85,Pop,2.683333333333333,Very High,1960,0
7816,Can’t Take My Eyes Off You,Frankie Valli,1967,4,0.581,0.78,4,-7.053,1,0.0567,0.508,1.07e-05,0.0799,0.561,123.711,74,Pop,3.3833333333333333,Very High,1960,0
7817,My Eyes Adored You,Frankie Valli,1975,4,0.461,0.499,11,-10.443,0,0.0316,0.238,0.0,0.135,0.387,137.687,62,Pop,3.533333333333333,Very High,1970,3
7818,Swearin’ To God,Frankie Valli,1975,4,0.667,0.785,1,-7.364,1,0.0635,0.288,0.000122,0.0597,0.73,108.921,37,Pop,4.083333333333333,Medium,1970,0
7819,Grease,Frankie Valli,1978,4,0.82,0.464,11,-8.45,1,0.0481,0.156,0.0,0.101,0.872,109.374,64,Pop,3.45,Very High,1970,0
7820,Da’ Dip,Freak Nasty,1997,4,0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,64,Pop,2.716666666666667,Very High,1990,0
7821,Band Of Gold,Freda Payne,1970,4,0.608,0.478,11,-9.351,1,0.0369,0.569,0.00207,0.118,0.302,130.989,43,Pop,3.533333333333333,Medium,1970,2
7822,Bring The Boys Home,Freda Payne,1971,4,0.33,0.283,0,-15.971,1,0.061,0.575,0.0947,0.235,0.287,157.963,49,Pop,1.45,High,1970,2
7823,I’m Telling You Now,Freddie and the Dreamers,1965,4,0.605,0.699,3,-6.875,1,0.0317,0.378,0.0,0.305,0.891,71.38,1,Pop,2.1333333333333333,Low,1960,0
7824,Way Down Yonder In New Orleans,Freddy Cannon,1960,4,0.453,0.714,8,-9.083,1,0.0475,0.749,2.02e-06,0.124,0.881,142.737,26,Pop,2.5,Low,1960,0
7825,Palisades Park,Freddy Cannon,1962,4,0.305,0.75,1,-6.764,1,0.0431,0.0825,0.0,0.189,0.883,83.086,37,Pop,1.8333333333333333,Medium,1960,0
7826,Before The Next Teardrop Falls,Freddy Fender,1975,4,0.778,0.307,10,-9.356,1,0.0341,0.892,0.000287,0.0985,0.699,92.299,52,Pop,2.4833333333333334,High,1970,2
7827,Wasted Days And Wasted Nights,Freddy Fender,1975,4,0.702,0.409,11,-8.84,1,0.0354,0.481,4.76e-06,0.289,0.885,88.516,51,Pop,2.85,High,1970,0
7828,All Right Now,Free,1970,4,0.773,0.407,2,-15.039,1,0.0752,0.0768,1.77e-06,0.08,0.775,119.829,56,Pop,5.566666666666666,High,1970,0
7829,I Know There’s Something Going On,Frida,1983,4,0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,49,Pop,5.433333333333334,High,1980,0
7830,Reach Out Of The Darkness,Friend & Lover,1968,4,0.637,0.432,2,-13.219,1,0.033,0.0267,0.0185,0.0756,0.856,116.421,35,Pop,3.1666666666666665,Medium,1960,0
7831,The House Of The Rising Sun,Frijid Pink,1970,3,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,71,Pop,4.516666666666667,Very High,1970,3
7832,We’ll Sing In The Sunshine,Gale Garnett,1964,3,0.457,0.516,7,-10.897,1,0.0416,0.803,0.0,0.171,0.886,127.633,0,Pop,2.45,Low,1960,2
7833,Nice To Be With You,Gallery,1972,4,0.675,0.812,9,-10.834,1,0.0288,0.114,0.0,0.0409,0.971,131.865,40,Pop,2.6166666666666667,Medium,1970,0
7834,All I Know,Garfunkel,1973,4,0.719,0.549,10,-8.297,1,0.147,0.327,0.148,0.117,0.192,102.092,59,Pop,1.9666666666666666,Very High,1970,0
7835,Cry Baby,Garnet Mimms & and the Enchanters,1963,4,0.686,0.691,5,-4.616,0,0.0371,0.257,0.0,0.145,0.477,95.046,71,Pop,3.9833333333333334,Very High,1960,0
7836,Look For A Star,Garry Miles,1960,4,0.915,0.692,9,-7.544,1,0.0857,0.15,0.00012,0.0964,0.713,118.981,60,Pop,2.283333333333333,Very High,1960,0
7837,Lost In You,Garth Brooks as Chris Gaines,1999,3,0.45,0.465,0,-7.034,1,0.0413,0.3,0.0,0.132,0.342,103.522,63,Pop,4.1,Very High,1990,2
7838,Rock And Roll (PART 2),Gary Glitter,1972,4,0.514,0.858,9,-6.691,1,0.306,0.134,0.000196,0.101,0.47,98.023,27,Pop,7.266666666666667,Low,1970,1
7839,Count Me In,Gary Lewis & the Playboys,1965,4,0.8,0.661,7,-8.291,1,0.0304,0.0204,0.000107,0.0687,0.59,92.015,58,Pop,3.15,High,1960,0
7840,Save Your Heart For Me,Gary Lewis & the Playboys,1965,4,0.622,0.223,2,-12.4,1,0.0277,0.629,0.0,0.0718,0.617,106.873,33,Pop,1.9833333333333334,Medium,1960,2
7841,This Diamond Ring,Gary Lewis & the Playboys,1965,4,0.645,0.649,10,-8.345,0,0.031,0.253,0.0,0.107,0.567,133.652,41,Pop,2.2,Medium,1960,0
7842,Green Grass,Gary Lewis & The Playboys,1966,4,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,73,Pop,2.783333333333333,Very High,1960,0
7843,She’s Just My Style,Gary Lewis & The Playboys,1966,4,0.517,0.685,9,-8.666,1,0.027,0.411,0.0,0.0728,0.945,74.119,33,Pop,3.25,Medium,1960,0
7844,Everybody Loves A Clown,Gary Lewis and the Playboys,1965,4,0.604,0.757,2,-6.367,1,0.035,0.0948,8.45e-05,0.0723,0.649,135.574,34,Pop,2.4166666666666665,Medium,1960,0
7845,Cars,Gary Numan,1980,4,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,82,Pop,4.133333333333334,Very High,1980,3
7846,Lady Willpower,Gary Puckett & The Union Gap,1968,4,0.53,0.517,0,-8.258,0,0.0293,0.439,0.0,0.138,0.647,122.779,45,Pop,2.75,High,1960,0
7847,Over You,Gary Puckett & The Union Gap,1968,4,0.425,0.922,3,-2.6,1,0.0412,0.0174,0.0,0.104,0.564,156.045,61,Pop,3.4,Very High,1960,3
7848,"Woman,Woman",Gary Puckett & The Union Gap,1968,4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,84,Pop,2.8666666666666667,Very High,1960,0
7849,Young Girl,Gary Puckett & The Union Gap,1968,4,0.629,0.804,2,-5.987,1,0.103,0.0169,0.000497,0.177,0.294,130.006,71,Pop,3.683333333333333,Very High,1960,3
7850,This Girl Is A Woman Now,Gary Puckett & The Union Gap,1969,4,0.327,0.447,5,-11.124,1,0.0268,0.553,0.0,0.225,0.436,103.5,33,Pop,3.1,Medium,1960,2
7851,Quarter To Three,Gary U.S. Bonds,1961,4,0.455,0.819,0,-9.322,0,0.184,0.925,0.0441,0.84,0.902,163.686,33,Pop,2.5,Medium,1960,3
7852,School Is Out,Gary U.S. Bonds,1961,4,0.685,0.62,8,-6.096,0,0.137,0.658,0.0,0.203,0.612,148.157,27,Pop,1.8166666666666667,Low,1960,0
7853,Dear Lady Twist,Gary U.S. Bonds,1962,4,0.524,0.892,9,-7.214,0,0.235,0.62,0.0,0.818,0.936,138.964,13,Pop,2.533333333333333,Low,1960,1
7854,"Twist,Twist,Señora",Gary U.S. Bonds,1962,4,0.659,0.819,10,-7.747,1,0.0453,0.667,0.0155,0.843,0.858,93.396,14,Pop,2.6166666666666667,Low,1960,0
7855,This Little Girl,Gary U.S. Bonds,1981,4,0.576,0.9,5,-2.879,0,0.124,0.0118,0.0,0.628,0.75,75.046,44,Pop,3.3666666666666667,Medium,1980,3
7856,Dream Weaver,Gary Wright,1976,4,0.266,0.389,4,-13.682,1,0.0305,0.244,1.42e-06,0.0688,0.148,140.243,57,Pop,4.266666666666667,High,1970,2
7857,Love Is Alive,Gary Wright,1976,4,0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,51,Pop,3.8333333333333335,High,1970,0
7858,Duke Of Earl,Gene Chandler,1962,4,0.422,0.28,5,-11.277,1,0.0365,0.824,0.0,0.297,0.496,100.839,54,Pop,2.45,High,1960,2
7859,A Hundred Pounds Of Clay,Gene McDaniels,1961,4,0.684,0.389,0,-10.933,1,0.035,0.604,0.0,0.369,0.824,129.06,45,Pop,2.3666666666666667,High,1960,0
7860,(THE Man Who Shot) Liberty Valance,Gene Pitney,1962,4,0.602,0.591,1,-8.684,0,0.053,0.739,0.0,0.175,0.837,88.392,42,Pop,2.966666666666667,Medium,1960,0
7861,Only Love Can Break A Heart,Gene Pitney,1962,3,0.732,0.239,2,-12.198,1,0.037,0.676,1.57e-06,0.0972,0.379,110.579,56,Pop,3.1333333333333333,High,1960,2
7862,Town Without Pity,Gene Pitney,1962,3,0.428,0.535,7,-6.423,1,0.0316,0.599,5.08e-05,0.0623,0.68,120.495,40,Pop,2.9,Medium,1960,0
7863,It Hurts To Be In Love,Gene Pitney,1964,4,0.591,0.662,6,-8.657,1,0.0443,0.0702,0.0,0.103,0.881,129.955,36,Pop,2.533333333333333,Medium,1960,0
7865,I’ll Take You There,General Public,1994,4,0.775,0.587,11,-12.71,1,0.0397,0.053,0.0102,0.0879,0.888,101.555,17,Pop,3.783333333333333,Low,1990,0
7866,That’s All,Genesis,1984,4,0.838,0.802,11,-3.639,0,0.0445,0.00592,0.00339,0.326,0.621,147.972,69,Pop,2.283333333333333,Very High,1980,0
7867,Invisible Touch,Genesis,1986,4,0.617,0.931,0,-6.845,1,0.0345,0.186,0.00166,0.171,0.849,131.014,71,Pop,3.466666666666667,Very High,1980,0
7868,Throwing It All Away,Genesis,1986,4,0.377,0.606,6,-7.409,1,0.0262,0.144,0.00877,0.0879,0.291,83.972,59,Pop,3.816666666666667,Very High,1980,3
7869,In Too Deep,Genesis,1987,4,0.569,0.843,9,-5.875,1,0.0503,0.000189,0.0,0.0607,0.76,116.045,74,Pop,3.45,Very High,1980,0
7870,Land Of Confusion,Genesis,1987,4,0.553,0.991,8,-3.703,1,0.0925,4.44e-05,0.0729,0.179,0.324,114.919,62,Pop,4.783333333333333,Very High,1980,3
7871,"Tonight,Tonight,Tonight",Genesis,1987,4,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,68,Pop,3.3333333333333335,Very High,1980,0
7872,Hold On My Heart,Genesis,1992,4,0.447,0.316,5,-15.068,0,0.0326,0.613,0.00993,0.0803,0.273,171.946,58,Pop,4.616666666666666,High,1990,2
7873,I Can’t Dance,Genesis,1992,4,0.914,0.531,3,-9.816,1,0.0503,0.468,7.12e-06,0.0392,0.914,107.571,64,Pop,3.9833333333333334,Very High,1990,0
7874,No Son Of Mine,Genesis,1992,4,0.535,0.972,9,-4.428,1,0.0844,0.00131,0.000471,0.0788,0.436,124.971,54,Pop,3.466666666666667,High,1990,3
7875,This Masquerade,George Benson,1976,4,0.625,0.373,5,-12.549,0,0.0383,0.5,0.000524,0.132,0.43,88.543,42,Pop,8.05,Medium,1970,2
7876,Give Me The Night,George Benson,1980,4,0.835,0.765,1,-7.831,1,0.0681,0.475,0.0692,0.12,0.855,110.282,63,Pop,5.016666666666667,Very High,1980,0
7877,Give Me Love (GIVE Me Peace On Earth),George Harrison,1973,4,0.365,0.57,5,-11.674,1,0.0466,0.499,0.0128,0.13,0.639,81.149,60,Pop,3.5833333333333335,Very High,1970,2
7878,All Those Years Ago,George Harrison,1981,4,0.557,0.609,2,-7.038,1,0.0308,0.14,2.92e-05,0.0734,0.514,125.632,52,Pop,3.783333333333333,High,1980,0
7879,Got My Mind Set On You,George Harrison,1988,4,0.759,0.85,4,-7.156,1,0.0418,0.456,1.72e-06,0.488,0.963,149.211,76,Pop,3.9,Very High,1980,0
7880,Rock Your Baby,George McCrae,1974,4,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,50,Pop,3.3333333333333335,High,1970,0
7881,A Different Corner,George Michael,1986,4,0.263,0.286,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001,52,Pop,4.05,High,1980,2
7882,I Want Your Sex,George Michael,1987,4,0.443,0.472,5,-10.94,1,0.0243,0.364,0.825,0.113,0.264,90.948,70,Pop,4.4,Very High,1980,2
7883,Faith,George Michael,1988,4,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,77,Pop,3.216666666666667,Very High,1980,0
7884,Father Figure,George Michael,1988,4,0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,62,Pop,5.6,Very High,1980,2
7885,Monkey,George Michael,1988,4,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,69,Pop,3.85,Very High,1980,3
7886,One More Try,George Michael,1988,3,0.551,0.291,5,-12.544,1,0.0283,0.434,3.78e-05,0.11,0.0823,119.005,58,Pop,5.833333333333333,High,1980,2
7887,Praying For Time,George Michael,1990,4,0.579,0.64,10,-14.366,1,0.0352,0.0518,0.0148,0.0982,0.263,127.788,51,Pop,4.666666666666667,High,1990,3
7888,Freedom 90,George Michael,1991,4,0.673,0.863,5,-10.352,1,0.0451,0.243,3.23e-05,0.0601,0.938,91.703,65,Pop,6.5,Very High,1990,0
7889,Too Funky,George Michael,1992,4,0.671,0.901,7,-8.536,0,0.0878,0.0223,0.293,0.27,0.845,98.319,51,Pop,3.8333333333333335,High,1990,0
7890,Fastlove,George Michael,1996,4,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,63,Pop,5.4,Very High,1990,0
7891,Jesus To A Child,George Michael,1996,4,0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,59,Pop,6.85,Very High,1990,2
7892,Don’t Let The Sun Go Down On Me,George Michael and Elton John,1992,4,0.43,0.447,0,-8.522,1,0.0262,0.122,1.9e-06,0.0921,0.345,141.099,60,Pop,5.6,Very High,1990,3
7893,Keep Your Hands To Yourself,Georgia Satellites,1987,4,0.577,0.807,2,-9.281,1,0.0449,0.00233,0.000257,0.0755,0.891,114.921,63,Pop,3.4166666666666665,Very High,1980,0
7894,The Ballad Of Bonnie And Clyde,Georgie Fame,1968,4,0.18,0.829,4,-8.414,0,0.0464,0.00403,0.835,0.294,0.11,67.477,20,Pop,7.616666666666666,Low,1960,3
7895,Thinkin’ Bout It,Gerald Levert,1998,4,0.738,0.659,1,-5.193,1,0.0653,0.0979,0.0,0.252,0.373,116.485,35,Pop,6.516666666666667,Medium,1990,0
7896,Taking Everything,Gerald Levert,1999,4,0.689,0.71,3,-5.395,0,0.0413,0.0886,0.0,0.107,0.306,113.722,26,Pop,5.416666666666667,Low,1990,3
7897,Rico Suave,Gerardo,1991,4,0.798,0.817,11,-11.337,0,0.121,0.00596,6.29e-05,0.0548,0.446,105.931,35,Pop,4.85,Medium,1990,0
7898,Don’t Let The Sun Catch You Crying,Gerry and the Pacemakers,1964,4,0.477,0.352,1,-14.165,1,0.03,0.406,0.0,0.122,0.478,106.773,49,Pop,2.6166666666666667,High,1960,2
7899,How Do You Do It?,Gerry and the Pacemakers,1964,4,0.691,0.641,1,-6.947,1,0.0309,0.0354,3.36e-05,0.0989,0.422,103.977,56,Pop,2.716666666666667,High,1960,0
7900,Ferry Cross The Mersey,Gerry and the Pacemakers,1965,4,0.396,0.286,6,-11.494,0,0.0283,0.548,8.51e-06,0.122,0.605,105.289,54,Pop,2.3833333333333333,High,1960,2
7901,Baker Street,Gerry Rafferty,1978,4,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,68,Pop,6.083333333333333,Very High,1970,2
7902,Right Down The Line,Gerry Rafferty,1978,4,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,74,Pop,4.45,Very High,1970,0
7903,Alone Again (NATURALLY),Gilbert O’Sullivan,1972,4,0.558,0.528,8,-6.265,0,0.032,0.625,7.49e-05,0.104,0.606,171.797,64,Pop,3.683333333333333,Very High,1970,0
7904,Clair,Gilbert O’Sullivan,1973,4,0.335,0.00532,1,-31.646,1,0.0376,0.994,0.912,0.0621,0.0397,65.832,65,Pop,4.466666666666667,Very High,1970,2
7905,Get Down,Gilbert O’Sullivan,1973,4,0.877,0.56,7,-8.529,1,0.0621,0.156,0.000139,0.0535,0.969,110.86,67,Pop,3.5166666666666666,Very High,1970,0
7906,Ooh Aah… Just A Little Bit,Gina G,1997,4,0.647,0.942,1,-7.101,1,0.0341,0.626,0.168,0.0411,0.937,130.978,50,Pop,3.3833333333333333,High,1990,0
7907,I Just Wanna Stop,Gino Vannelli,1979,4,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,58,Pop,3.6333333333333333,High,1970,0
7908,Living Inside Myself,Gino Vannelli,1981,4,0.409,0.428,11,-13.195,1,0.0412,0.462,8.22e-05,0.0687,0.04,119.941,47,Pop,4.383333333333334,High,1980,2
7909,Pony,Ginuwine,1997,4,0.61,0.65,6,-6.199,1,0.0474,0.399,0.0,0.11,0.507,106.719,86,Pop,4.3,Very High,1990,0
7910,So Anxious,Ginuwine,1999,4,0.733,0.395,6,-11.959,0,0.0366,0.279,2.37e-06,0.468,0.661,96.085,66,Pop,4.6,Very High,1990,0
7911,I Heard It Through The Grapevine,Gladys Knight & the Pips,1968,4,0.711,0.362,3,-10.851,0,0.0381,0.272,0.0,0.127,0.616,117.287,72,Pop,3.2333333333333334,Very High,1960,0
7912,If I Were Your Woman,Gladys Knight & the Pips,1971,4,0.472,0.492,6,-10.435,1,0.0583,0.711,0.107,0.679,0.555,74.09,44,Pop,3.2333333333333334,Medium,1970,2
7913,Midnight Train To Georgia,Gladys Knight & the Pips,1973,4,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81e-05,0.1,0.448,92.006,67,Pop,4.65,Very High,1970,2
7914,Neither One Of Us (WANTS To Be The First To Say Goodbye),Gladys Knight & the Pips,1973,4,0.511,0.346,5,-14.28,1,0.0388,0.685,0.000124,0.294,0.599,140.29,55,Pop,4.4,High,1970,2
7915,Best Thing That Ever Happened To Me,Gladys Knight & the Pips,1974,4,0.352,0.545,1,-11.939,0,0.0871,0.309,0.0563,0.106,0.459,189.498,48,Pop,3.7333333333333334,High,1970,3
7916,I’ve Got To Use My Imagination,Gladys Knight & the Pips,1974,4,0.56,0.397,9,-14.496,0,0.0276,0.457,0.0183,0.112,0.894,97.01,26,Pop,4.233333333333333,Low,1970,2
7917,On And On,Gladys Knight & the Pips,1974,3,0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,70,Pop,7.433333333333334,Very High,1970,3
