,Track,Artist,Year,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,Duration_min,Popularity_bin,Decade,Cluster
2243,American Soldier,Toby Keith,2003,4,0.565,0.541,9,-8.427,1,0.0376,0.193,3.54e-06,0.0582,0.225,82.006,59,Country,4.388883333333333,Very High,2000,0
2244,Beer For My Horses,Toby Keith,2003,4,0.717,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.001,70,Country,3.4,Very High,2000,0
2245,I Love This Bar,Toby Keith,2003,4,0.608,0.824,2,-6.303,1,0.0419,0.0246,0.00648,0.346,0.451,115.049,66,Country,5.588883333333333,Very High,2000,3
2246,As Good As I Once Was,Toby Keith,2005,4,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.645,119.078,72,Country,3.7973333333333334,Very High,2000,0
2247,When Love Fades,Toby Keith,2009,4,0.664,0.513,4,-8.911,1,0.0287,0.221,0.0,0.178,0.315,96.334,22,Country,3.1222166666666666,Low,2000,0
2248,Red Solo Cup,Toby Keith,2011,4,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,67,Country,3.7231,Very High,2010,0
2249,A Week In A Country Jail,Tom T. Hall,1969,4,0.653,0.469,9,-12.662,1,0.0454,0.208,0.0,0.275,0.879,114.052,42,Country,3.06,Medium,1960,0
2250,The Year That Clayton Delaney Died,Tom T. Hall,1971,1,0.628,0.433,1,-10.876,1,0.029,0.686,4.93e-06,0.0932,0.858,133.088,52,Country,2.7453333333333334,High,1970,0
2251,Me And Jesus - Single Version,Tom T. Hall,1972,4,0.55,0.508,7,-14.588,1,0.0327,0.836,3.69e-05,0.397,0.896,150.975,34,Country,3.3333333333333335,Medium,1970,2
2252,"Old Dogs,Children And Watermelon Wine",Tom T. Hall,1972,4,0.528,0.302,5,-15.988,1,0.0301,0.655,0.000511,0.283,0.641,109.743,51,Country,4.189333333333333,High,1970,2
2253,Ballad Of Forty Dollars,Tom T. Hall,1973,4,0.559,0.658,2,-16.085,1,0.0459,0.449,2.8e-06,0.239,0.799,114.086,45,Country,3.03,High,1970,0
2254,Country Is,Tom T. Hall,1974,4,0.546,0.394,0,-13.403,1,0.0309,0.836,0.000128,0.0573,0.897,145.028,47,Country,2.1622166666666667,High,1970,2
2255,I Love,Tom T. Hall,1974,4,0.531,0.198,4,-17.377,1,0.0286,0.782,0.0383,0.175,0.582,91.929,53,Country,2.1111,High,1970,2
2256,Sneaky Snake,Tom T. Hall,1974,4,0.664,0.352,7,-14.901,1,0.0365,0.745,0.0,0.161,0.843,148.017,35,Country,1.9933333333333334,Medium,1970,2
2257,Fox On The Run,Tom T. Hall,1976,4,0.597,0.449,7,-11.455,1,0.0349,0.448,0.0,0.123,0.681,125.422,46,Country,2.08555,High,1970,0
2258,"If You're Gonna Do Me Wrong,Do It Right",Vern Gosdin,1981,4,0.548,0.257,10,-15.686,1,0.0277,0.607,0.0019,0.115,0.153,76.003,34,Country,3.3844333333333334,Medium,1980,2
2259,Do You Believe Me Now,Vern Gosdin,1982,4,0.588,0.209,8,-14.662,1,0.0247,0.55,1.33e-05,0.0774,0.324,72.335,36,Country,3.59,Medium,1980,2
2260,Set 'Em Up Joe,Vern Gosdin,1983,4,0.853,0.401,2,-12.526,1,0.0325,0.418,0.000269,0.222,0.663,120.049,49,Country,2.42,High,1980,0
2261,Way Down Deep,Vern Gosdin,1983,4,0.742,0.32,9,-16.675,1,0.0318,0.3,1.01e-05,0.0838,0.66,98.102,33,Country,2.5906666666666665,Medium,1980,2
2262,I Can Tell by the Way You Dance (You're Gonna Love Me Tonight),Vern Gosdin,1984,4,0.755,0.627,4,-10.087,1,0.0296,0.101,0.0,0.109,0.922,109.81,43,Country,2.6704333333333334,Medium,1980,0
2263,Till the End,Vern Gosdin,1985,4,0.547,0.265,9,-16.803,1,0.0249,0.411,1.35e-06,0.109,0.385,93.106,36,Country,2.7666666666666666,Medium,1980,2
2264,Chiseled In Stone,Vern Gosdin,1988,4,0.494,0.221,3,-15.911,1,0.0285,0.818,0.000337,0.111,0.16,140.855,40,Country,3.832666666666667,Medium,1980,2
2265,Liza Jane,Vince Gill,1989,4,0.526,0.883,4,-10.613,0,0.038,0.133,0.000153,0.203,0.927,90.503,41,Country,2.9171,Medium,1980,0
2266,Don't Let Our Love Start Slippin' Away,Vince Gill,1990,4,0.736,0.719,3,-9.311,1,0.0313,0.42,0.000851,0.35,0.657,113.228,58,Country,3.7466666666666666,High,1990,0
2267,When I Call Your Name,Vince Gill,1990,3,0.506,0.11,5,-17.615,1,0.0307,0.35,0.00144,0.139,0.208,70.554,54,Country,4.2522166666666665,High,1990,2
2268,Look At Us,Vince Gill,1991,4,0.489,0.322,3,-11.586,1,0.0261,0.529,0.000208,0.239,0.219,75.5,47,Country,4.002883333333333,High,1990,2
2269,One More Last Chance,Vince Gill,1993,4,0.525,0.878,2,-8.677,1,0.0404,0.411,0.0,0.291,0.963,176.249,60,Country,3.1866666666666665,Very High,1990,0
2270,Tryin' To Get Over You,Vince Gill,1994,4,0.578,0.371,2,-10.537,1,0.0283,0.632,1.75e-05,0.165,0.188,60.503,46,Country,3.7604333333333333,High,1990,2
2271,Whenever You Come Around,Vince Gill,1994,4,0.719,0.22,11,-11.811,1,0.0294,0.736,9.4e-06,0.118,0.168,115.375,53,Country,4.319333333333334,High,1990,2
2272,Go Rest High On That Mountain,Vince Gill,1995,4,0.325,0.143,2,-12.218,1,0.033,0.469,0.000221,0.101,0.179,110.823,57,Country,5.266216666666667,High,1990,2
2273,Good Hearted Woman,Waylon Jennings,1972,4,0.484,0.413,2,-14.422,1,0.0394,0.633,0.0442,0.375,0.766,106.72,60,Country,3.024,Very High,1970,2
2274,Honky Tonk Heroes,Waylon Jennings,1973,4,0.726,0.627,2,-11.303,1,0.0508,0.405,0.045,0.0999,0.559,102.967,42,Country,3.5944333333333334,Medium,1970,0
2275,I'm a Ramblin' Man,Waylon Jennings,1974,4,0.724,0.735,7,-8.262,1,0.0286,0.147,0.00131,0.0899,0.839,109.281,66,Country,2.783333333333333,Very High,1970,0
2276,Are You Sure Hank Done It This Way,Waylon Jennings,1975,4,0.834,0.551,4,-11.13,1,0.0295,0.461,0.135,0.116,0.73,113.843,48,Country,2.924,High,1970,0
2277,Don't You Think This Outlaw Bit's Done Got out of Hand,Waylon Jennings,1975,4,0.73,0.556,7,-11.448,1,0.0413,0.24,0.00933,0.0378,0.516,119.917,41,Country,2.9646666666666666,Medium,1970,0
2278,"Luckenbach,Texas (Back to the Basics of Love)",Waylon Jennings,1977,4,0.692,0.46,7,-9.863,1,0.0321,0.697,0.00437,0.236,0.66,102.922,63,Country,3.3671,Very High,1970,2
2279,The Wurlitzer Prize (I Don't Want to Get over You),Waylon Jennings,1977,4,0.59,0.347,7,-13.731,1,0.0395,0.845,0.0031,0.11,0.52,118.102,38,Country,2.1771,Medium,1970,2
2280,"Theme from ""The Dukes of Hazzard"" (Good Ol' Boys)",Waylon Jennings,1980,4,0.631,0.888,5,-8.491,1,0.0375,0.171,0.0433,0.146,0.925,147.824,56,Country,2.1131,High,1980,0
2281,Rose In Paradise,Waylon Jennings,1987,4,0.625,0.48,8,-16.942,1,0.0336,0.218,0.00654,0.151,0.826,89.038,47,Country,3.6706666666666665,High,1980,0
2287,Slowly,Webb Pierce,1960,4,0.607,0.275,0,-5.661,1,0.0283,0.845,0.0,0.24,0.653,112.441,27,Country,2.5544333333333333,Low,1960,2
2288,Wondering,Webb Pierce,1961,3,0.633,0.311,2,-7.385,1,0.0305,0.937,0.0,0.101,0.374,112.637,20,Country,3.01155,Low,1960,2
2289,Crazy,Willie Nelson,1961,3,0.509,0.194,0,-12.424,1,0.0289,0.849,9.82e-05,0.0931,0.296,99.488,44,Country,2.88335,Medium,1960,2
2290,Hello Walls,Willie Nelson,1962,4,0.616,0.271,0,-12.003,1,0.0326,0.592,2.8e-05,0.0929,0.55,101.906,38,Country,2.407766666666667,Medium,1960,2
2291,Whiskey River,Willie Nelson,1973,4,0.581,0.574,7,-9.298,1,0.0405,0.363,0.000902,0.107,0.853,76.915,59,Country,4.12065,Very High,1970,0
2292,Blue Eyes Crying In the Rain,Willie Nelson,1975,4,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,59,Country,2.31,Very High,1970,2
2293,My Heroes Have Always Been Cowboys,Willie Nelson,1980,3,0.387,0.322,2,-13.348,1,0.0378,0.181,0.0145,0.205,0.258,114.762,42,Country,3.05755,Medium,1980,2
2294,On the Road Again,Willie Nelson,1980,4,0.731,0.716,4,-7.962,1,0.0417,0.687,0.000882,0.597,0.777,111.281,53,Country,2.4684333333333335,High,1980,0
2295,Always On My Mind,Willie Nelson,1982,4,0.524,0.261,2,-13.868,1,0.0272,0.755,0.00105,0.144,0.201,73.36,63,Country,3.5444333333333335,Very High,1980,2
2296,Boogie Oogie Oogie,A Taste Of Honey,1978,4,0.797,0.548,2,-9.228,0,0.0492,0.0401,1.05e-05,0.0994,0.868,123.686,53,Disco,4.086216666666667,High,1970,0
2297,Disco Dancin' - 2004 - Remastered,A Taste Of Honey,1978,4,0.751,0.57,2,-11.645,1,0.0813,0.371,2.04e-05,0.123,0.77,103.408,11,Disco,3.5082166666666668,Low,1970,0
2298,Distant,A Taste Of Honey,1978,4,0.468,0.512,2,-10.187,1,0.138,0.782,2.01e-05,0.202,0.714,163.4,13,Disco,4.334216666666666,Low,1970,2
2299,Do It Good,A Taste Of Honey,1978,4,0.699,0.74,3,-8.625,0,0.0289,0.0714,1.9e-06,0.165,0.889,104.168,17,Disco,5.713766666666666,Low,1970,0
2300,If We Loved,A Taste Of Honey,1978,4,0.463,0.459,6,-11.6,1,0.0296,0.764,2.88e-06,0.158,0.3,129.267,13,Disco,4.4366666666666665,Low,1970,2
2301,Rescue Me - Remastered,A Taste Of Honey,1978,4,0.806,0.741,5,-7.351,0,0.0494,0.225,5.24e-05,0.0568,0.881,106.817,35,Disco,3.3833333333333333,Medium,1970,0
2302,Sky High,A Taste Of Honey,1978,4,0.397,0.603,0,-12.278,0,0.0732,0.677,1.65e-06,0.229,0.382,93.534,12,Disco,5.117333333333334,Low,1970,2
2303,This Love Of Ours,A Taste Of Honey,1978,4,0.514,0.542,9,-10.298,1,0.0277,0.615,0.000169,0.123,0.393,107.687,13,Disco,3.5544333333333333,Low,1970,2
2304,World Spin,A Taste Of Honey,1978,4,0.642,0.465,2,-11.385,1,0.0283,0.21,0.0102,0.12,0.597,99.375,20,Disco,4.033333333333333,Low,1970,0
2305,Dancing Queen,ABBA,1976,4,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,85,Disco,3.84,Very High,1970,3
2306,Fernando,ABBA,1976,4,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,69,Disco,4.216,Very High,1970,2
2307,"Knowing Me,Knowing You",ABBA,1977,4,0.546,0.733,2,-7.073,1,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,67,Disco,4.032,Very High,1970,0
2308,The Name Of The Game,ABBA,1977,4,0.656,0.565,9,-8.722,1,0.0301,0.357,0.000192,0.0629,0.615,77.049,59,Disco,4.864433333333333,Very High,1970,0
2309,Chiquitita,ABBA,1978,4,0.5,0.554,9,-8.108,1,0.0354,0.734,3.72e-06,0.312,0.372,84.229,72,Disco,5.438666666666666,Very High,1970,2
2310,Summer Night City,ABBA,1978,4,0.476,0.858,7,-5.66,0,0.0371,0.0138,0.0,0.177,0.765,130.703,54,Disco,3.5784333333333334,High,1970,3
2311,Take A Chance On Me,ABBA,1978,4,0.684,0.675,11,-8.123,1,0.0257,0.163,0.0,0.242,0.924,107.064,76,Disco,4.06555,Very High,1970,0
2312,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,4,0.749,0.491,10,-9.655,1,0.0403,0.02,0.00899,0.159,0.536,119.528,81,Disco,4.876883333333334,Very High,1970,0
2313,Voulez-Vous,ABBA,1979,4,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.169,0.903,126.636,72,Disco,5.1528833333333335,Very High,1970,0
2314,Fill Me Up (Heart to Heart),Andrea True Connection,1976,4,0.646,0.724,0,-11.24,1,0.0307,0.045,0.285,0.0963,0.946,96.631,8,Disco,10.373766666666667,Low,1970,0
2315,It's All Up to You,Andrea True Connection,1976,4,0.622,0.696,8,-11.1,0,0.0471,0.326,4.21e-06,0.318,0.933,202.097,5,Disco,3.02,Low,1970,0
2316,"More,More,More",Andrea True Connection,1976,4,0.719,0.647,9,-11.639,0,0.0298,0.00368,0.0482,0.107,0.88,103.113,42,Disco,6.2811,Medium,1970,0
2317,N.Y. You Got Me Dancing,Andrea True Connection,1976,4,0.625,0.858,5,-9.81,1,0.0432,0.0683,0.728,0.285,0.743,119.185,16,Disco,6.0271,Low,1970,3
2318,Sally Can't Dance,Andrea True Connection,1976,4,0.596,0.88,9,-8.486,0,0.0508,0.0335,5.76e-05,0.0625,0.885,145.714,3,Disco,3.04,Low,1970,0
2319,Keep It Up Longer,Andrea True Connection,1977,4,0.67,0.696,7,-11.006,1,0.0362,0.000183,0.768,0.126,0.696,122.654,10,Disco,4.564883333333333,Low,1970,0
2320,Life Is What You Make It,Andrea True Connection,1977,4,0.644,0.654,0,-9.465,1,0.0531,0.248,1.17e-05,0.0666,0.776,129.378,3,Disco,3.3011,Low,1970,0
2321,Party Line,Andrea True Connection,1977,4,0.63,0.737,8,-10.217,1,0.0273,0.0621,0.188,0.132,0.648,110.121,10,Disco,6.782216666666667,Low,1970,0
2322,"What's Your Name,What's Your Number",Andrea True Connection,1977,4,0.782,0.833,11,-5.817,0,0.0322,0.0013,0.00435,0.0759,0.937,113.943,20,Disco,3.2849333333333335,Low,1970,0
2323,Call Me,Andrea True Connection,1978,4,0.617,0.741,7,-11.497,1,0.029,0.000311,0.891,0.114,0.905,118.938,12,Disco,7.421766666666667,Low,1970,0
2324,"Baby,I Love You",Aretha Franklin,1967,4,0.565,0.41,0,-10.315,1,0.0386,0.499,0.0,0.664,0.827,182.164,54,Disco,2.7377666666666665,High,1960,0
2325,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,1973,4,0.68,0.54,2,-9.831,1,0.0275,0.624,0.000908,0.116,0.718,94.548,29,Disco,3.4368833333333333,Medium,1970,0
2326,Jump to It - Single Version,Aretha Franklin,1982,4,0.788,0.605,8,-9.003,0,0.185,0.141,1.56e-06,0.0844,0.898,119.74,35,Disco,4.294216666666666,Medium,1980,0
2327,Get It Right,Aretha Franklin,1983,4,0.758,0.829,1,-6.622,1,0.174,0.0486,1.6e-06,0.0317,0.824,122.298,39,Disco,6.284883333333333,Medium,1980,0
2328,I Knew You Were Waiting (For Me),Aretha Franklin,1986,4,0.705,0.842,9,-6.171,1,0.0503,0.231,0.0,0.382,0.712,107.931,61,Disco,4.002,Very High,1980,0
2329,"Don't Cost You Nothing - 12"" Disco Mix",Ashford & Simpson,1979,4,0.672,0.909,1,-6.252,1,0.112,0.115,0.0811,0.153,0.816,118.545,11,Disco,6.820883333333334,Low,1970,0
2330,Found a Cure,Ashford & Simpson,1979,4,0.745,0.759,3,-6.69,0,0.0534,0.0548,0.0967,0.0848,0.862,123.598,29,Disco,7.017333333333333,Medium,1970,0
2331,It Seems to Hang On,Ashford & Simpson,1980,4,0.654,0.676,11,-11.742,0,0.0646,0.167,7.6e-05,0.112,0.743,115.773,30,Disco,5.217766666666667,Medium,1980,0
2332,"Love Don't Make It Right - 12"" Disco Mix",Ashford & Simpson,1980,4,0.738,0.887,11,-8.624,0,0.0446,0.0242,3.14e-05,0.0773,0.687,110.045,13,Disco,4.398883333333333,Low,1980,0
2333,Stay Free,Ashford & Simpson,1980,4,0.645,0.646,5,-14.809,0,0.0495,0.0569,9.72e-06,0.11,0.715,107.724,18,Disco,5.374666666666666,Low,1980,0
2334,Street Corner,Ashford & Simpson,1980,4,0.752,0.52,0,-13.988,1,0.0563,0.279,0.00229,0.0313,0.913,110.764,30,Disco,4.637766666666667,Medium,1980,0
2335,Send It,Ashford & Simpson,1982,4,0.448,0.845,5,-7.149,1,0.0706,0.152,2.13e-05,0.114,0.55,80.147,23,Disco,4.443766666666667,Low,1980,3
2336,Solid,Ashford & Simpson,1984,4,0.814,0.474,0,-12.017,1,0.0309,0.27,8.16e-06,0.599,0.956,101.241,52,Disco,5.2,High,1980,0
2337,Do It ('Til You're Satisfied),B.T. Express,1974,4,0.703,0.761,10,-10.136,1,0.0552,0.115,4.99e-06,0.103,0.652,104.838,38,Disco,5.899766666666666,Medium,1970,0
2338,Energy Level,B.T. Express,1975,4,0.673,0.735,7,-9.513,0,0.107,0.00279,0.747,0.0328,0.96,132.582,17,Disco,3.8444333333333334,Low,1970,0
2339,Express,B.T. Express,1975,4,0.664,0.676,0,-11.276,1,0.0347,0.000113,0.0989,0.0731,0.532,108.158,31,Disco,5.13355,Medium,1970,0
2340,Give up the Funk (Let's Dance),B.T. Express,1975,4,0.884,0.635,3,-15.564,0,0.0704,0.0474,0.444,0.299,0.879,115.583,2,Disco,6.228666666666666,Low,1970,0
2341,You Got It – I Want It,B.T. Express,1976,4,0.79,0.91,10,-5.511,0,0.0651,0.11,0.0212,0.0561,0.956,122.674,7,Disco,4.17955,Low,1970,0
2342,Can't Stop Groovin' Now (Wanna Do It Some More),B.T. Express,1979,4,0.732,0.889,6,-9.026,0,0.0968,0.0517,0.796,0.0584,0.668,116.796,6,Disco,5.8751,Low,1970,0
2343,Hi Jack,Barrabas,1974,4,0.721,0.581,4,-14.347,0,0.0611,0.0417,0.259,0.0542,0.768,118.615,19,Disco,5.770216666666666,Low,1970,0
2344,Mellow Blow,Barrabas,1974,4,0.696,0.487,4,-16.243,1,0.0394,0.0261,0.9,0.676,0.682,103.377,13,Disco,4.12755,Low,1970,2
2345,On The Road Again,Barrabas,1975,4,0.798,0.524,9,-13.522,1,0.0538,0.018,0.0371,0.096,0.917,119.137,36,Disco,5.822883333333333,Medium,1970,0
2346,Wild Safari,Barrabas,1977,4,0.668,0.562,10,-14.834,0,0.0668,0.14,0.0781,0.158,0.921,109.947,26,Disco,4.9971,Low,1970,0
2347,Woman,Barrabas,1977,4,0.703,0.595,7,-13.707,1,0.1,0.0125,0.0128,0.0537,0.838,124.14,27,Disco,5.067333333333333,Low,1970,0
2348,"Never,Never Gonna Give Ya Up",Barry White,1973,4,0.615,0.804,2,-11.04,0,0.0752,0.0823,0.0,0.085,0.932,85.164,58,Disco,4.844433333333333,High,1970,0
2349,"Playing Your Game,Baby",Barry White,1977,4,0.677,0.238,2,-11.172,0,0.0526,0.032,0.111,0.092,0.88,82.926,42,Disco,7.220433333333333,Medium,1970,0
2350,Jive Talkin',Bee Gees,1975,4,0.811,0.545,7,-12.969,0,0.0579,0.155,0.0853,0.156,0.734,105.911,61,Disco,3.7044333333333332,Very High,1970,0
2351,Nights On Broadway,Bee Gees,1975,4,0.573,0.641,5,-9.196,1,0.0443,0.235,0.00414,0.859,0.613,88.862,54,Disco,4.522883333333334,High,1970,3
2352,Boogie Child,Bee Gees,1976,4,0.735,0.574,10,-12.512,0,0.0765,0.0644,2.4e-05,0.105,0.868,97.982,30,Disco,4.20555,Medium,1970,0
2353,You Should Be Dancing,Bee Gees,1976,4,0.703,0.855,0,-6.478,1,0.0315,0.0246,0.517,0.611,0.953,122.929,60,Disco,4.274216666666667,Very High,1970,0
2354,How Deep Is Your Love,Bee Gees,1977,4,0.633,0.357,5,-9.366,0,0.0264,0.107,0.0,0.133,0.672,104.938,78,Disco,4.086666666666667,Very High,1970,0
2355,More Than A Woman,Bee Gees,1977,4,0.632,0.683,7,-6.434,1,0.0385,0.163,0.00013,0.847,0.701,105.959,77,Disco,3.2868833333333334,Very High,1970,3
2356,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,1977,4,0.733,0.795,1,-7.224,0,0.0249,0.0263,0.000952,0.083,0.892,109.121,75,Disco,3.53755,Very High,1970,0
2357,Stayin Alive,Bee Gees,1977,4,0.702,0.773,10,-9.256,0,0.0343,0.0288,0.00871,0.147,0.953,103.564,72,Disco,4.756216666666667,Very High,1970,0
2358,Love You Inside Out,Bee Gees,1979,4,0.706,0.516,11,-11.037,0,0.0474,0.354,4.19e-06,0.205,0.833,94.713,58,Disco,4.188883333333333,High,1970,0
2359,Tragedy,Bee Gees,1979,4,0.665,0.532,11,-10.792,0,0.0278,0.0871,0.00993,0.296,0.825,117.954,67,Disco,5.05555,Very High,1970,0
2360,Just Don't Want to Be Lonely,Blue Magic,1974,4,0.51,0.506,5,-13.327,1,0.0576,0.257,0.00409,0.117,0.709,143.016,41,Disco,7.209766666666667,Medium,1970,0
2361,Sideshow,Blue Magic,1974,4,0.586,0.337,7,-13.165,1,0.0347,0.837,0.0,0.628,0.543,133.229,51,Disco,4.192,High,1970,2
2362,Spell,Blue Magic,1974,4,0.535,0.411,8,-11.736,1,0.0421,0.521,0.0534,0.093,0.549,130.066,31,Disco,4.346883333333333,Medium,1970,2
2363,Tear It Down,Blue Magic,1974,4,0.461,0.353,1,-12.686,1,0.0366,0.464,0.0013,0.253,0.26,135.879,25,Disco,5.5151,Low,1970,2
2364,Answer to My Prayer,Blue Magic,1975,4,0.638,0.444,10,-13.388,1,0.0315,0.659,6.67e-05,0.0548,0.656,121.328,21,Disco,3.378,Low,1970,2
2365,Look Me Up,Blue Magic,1975,4,0.697,0.691,6,-11.936,1,0.0555,0.26,0.0154,0.11,0.762,125.43,25,Disco,5.8911,Low,1970,0
2366,Stop to Start,Blue Magic,1975,4,0.435,0.385,4,-14.478,1,0.0385,0.575,0.000319,0.483,0.316,63.103,36,Disco,3.3788833333333335,Medium,1970,2
2367,What's Come over Me,Blue Magic,1975,3,0.494,0.323,8,-13.119,1,0.0317,0.825,3e-05,0.128,0.431,122.835,29,Disco,4.23555,Medium,1970,2
2368,Since You've Been Gone,Blue Magic,1976,3,0.562,0.338,8,-13.461,1,0.0283,0.0582,0.00252,0.15,0.238,114.104,14,Disco,5.783883333333334,Low,1970,2
2369,Welcome to the Club,Blue Magic,1976,4,0.629,0.736,4,-12.143,0,0.108,0.305,5.61e-05,0.0639,0.517,124.115,20,Disco,5.189766666666666,Low,1970,0
2370,Bohannon's Beat (Part 1) - Single Version - Bonus Track,Bohannon,1974,4,0.794,0.928,2,-6.467,1,0.0547,0.363,0.624,0.0491,0.976,101.467,6,Disco,3.9831,Low,1970,0
2371,Foot-Stompin Music,Bohannon,1974,4,0.802,0.898,2,-7.407,1,0.0349,0.585,0.45,0.0873,0.962,123.025,17,Disco,7.289766666666667,Low,1970,0
2372,Disco Stomp,Bohannon,1975,4,0.874,0.789,5,-8.732,1,0.0538,0.432,0.349,0.0815,0.941,104.881,23,Disco,5.250216666666667,Low,1970,0
2373,Save Their Souls,Bohannon,1977,4,0.52,0.566,8,-10.147,1,0.103,0.691,0.203,0.106,0.483,171.768,27,Disco,4.934666666666667,Low,1970,2
2374,Let's Start The Dance,Bohannon,1978,4,0.818,0.886,10,-12.639,1,0.0521,0.00336,0.31,0.0711,0.835,117.999,32,Disco,5.868433333333333,Medium,1970,0
2375,Party People,Bohannon,1978,4,0.732,0.698,7,-6.784,1,0.0453,0.0546,0.178,0.0695,0.922,125.559,2,Disco,4.82155,Low,1970,0
2376,Daddy Cool,Boney M.,1976,4,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,71,Disco,3.4766666666666666,Very High,1970,0
2377,Sunny,Boney M.,1976,4,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,68,Disco,4.037333333333334,Very High,1970,0
2378,Ma Baker,Boney M.,1977,4,0.746,0.76,2,-6.009,0,0.105,0.0342,2.18e-05,0.31,0.902,128.976,64,Disco,4.601333333333334,Very High,1970,0
2379,Brown Girl in the Ring,Boney M.,1978,4,0.732,0.743,8,-7.083,1,0.0486,0.22,0.00154,0.0173,0.893,105.64,50,Disco,4.034883333333333,High,1970,0
2380,Mary's Boy Child / Oh My Lord,Boney M.,1978,4,0.774,0.824,0,-5.961,1,0.0367,0.22,0.0,0.286,0.93,112.517,26,Disco,4.036433333333333,Low,1970,0
2381,Rasputin,Boney M.,1978,4,0.639,0.893,9,-6.509,1,0.036,0.289,0.00816,0.222,0.966,126.143,63,Disco,5.85955,Very High,1970,0
2382,Rivers of Babylon,Boney M.,1978,4,0.729,0.851,7,-7.033,1,0.0362,0.13,0.000912,0.443,0.741,115.118,68,Disco,4.354433333333334,Very High,1970,0
2383,He Called Me Baby,Candi Staton,1969,4,0.63,0.376,3,-13.305,1,0.0304,0.563,0.0,0.148,0.815,94.057,42,Disco,3.5504333333333333,Medium,1960,2
2384,Young Hearts Run Free,Candi Staton,1976,4,0.654,0.652,7,-9.304,0,0.0426,0.13,1.49e-05,0.202,0.846,115.389,71,Disco,4.139333333333333,Very High,1970,0
2385,Hallelujah Anyway - Larse VIP,Candi Staton,1979,4,0.758,0.64,9,-7.338,1,0.0445,0.0196,0.0459,0.0915,0.241,121.994,40,Disco,3.8527833333333334,Medium,1970,0
2386,Young Hearts Run Free - Re-Recorded,Candi Staton,2000,4,0.728,0.631,9,-7.059,1,0.0702,0.00917,0.0,0.0662,0.49,116.006,0,Disco,3.950283333333333,Low,2000,0
2387,A Hurricane Is Coming Tonight,Carol Douglas,1974,4,0.624,0.79,1,-11.406,0,0.0334,0.357,0.0,0.725,0.978,128.987,0,Disco,4.078883333333334,Low,1970,0
2388,Doctor's Orders,Carol Douglas,1974,4,0.662,0.636,0,-14.2,1,0.0336,0.0679,0.737,0.0891,0.963,125.845,42,Disco,4.508883333333333,Medium,1970,0
2389,Baby Don't Let This Good Love Die,Carol Douglas,1976,4,0.656,0.535,2,-13.692,1,0.0384,0.065,0.0954,0.14,0.918,125.868,8,Disco,3.1982166666666667,Low,1970,0
2390,Burnin',Carol Douglas,1977,4,0.748,0.591,2,-10.851,0,0.0596,0.017,0.000351,0.399,0.966,120.229,4,Disco,5.230666666666667,Low,1970,0
2391,Fell in Love for the First Time Today - Remix,Carol Douglas,1977,4,0.622,0.482,9,-13.952,0,0.0516,0.0129,2.88e-06,0.13,0.926,119.878,0,Disco,5.63,Low,1970,0
2392,I Got the Answer (John Morales Disco Remix),Carol Douglas,1977,4,0.659,0.655,10,-11.297,0,0.0344,0.089,0.0102,0.185,0.904,130.388,0,Disco,8.653816666666666,Low,1970,0
2393,Headline News,Carol Douglas,1978,4,0.658,0.707,9,-13.651,1,0.0377,0.0139,0.00147,0.0918,0.881,117.663,5,Disco,5.200666666666667,Low,1970,0
2394,Midnight Love Affair,Carol Douglas,1978,4,0.575,0.83,4,-12.354,0,0.0331,0.000812,0.498,0.174,0.954,121.436,28,Disco,6.2217666666666664,Low,1970,0
2395,My Simple Heart,Carol Douglas,1978,4,0.805,0.616,5,-9.962,0,0.0365,0.00199,0.0227,0.0675,0.929,123.043,17,Disco,6.0117666666666665,Low,1970,0
2396,Will We Make It Tonight,Carol Douglas,1978,4,0.683,0.405,0,-13.756,1,0.0325,0.00677,0.405,0.0803,0.74,116.422,3,Disco,3.54,Low,1970,0
2397,Cerrone's Paradise,Cerrone,1977,4,0.778,0.843,10,-5.485,1,0.0585,0.153,0.00463,0.0672,0.81,125.949,26,Disco,3.908333333333333,Low,1970,0
2398,Give Me Love - 1977,Cerrone,1977,4,0.802,0.865,1,-6.768,0,0.0799,0.274,0.00704,0.0555,0.954,127.106,52,Disco,7.7,High,1970,0
